platform,comment_id,question_title,answer_summary,clean_text,business_mode,feedback_modes,comment_target,sentiment,confidence,quality_score,context_dependency_score,business_value_score,feedback_entropy_score,likes,high_value_reason,is_high_value_feedback,needs_llm_analysis,llm_priority_score,llm_route_reason,annotation_source,demo_case_id
zhihu,comment_0063,评论案例 063：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0063
zhihu,comment_0064,评论案例 064：剧情内容回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕剧情内容主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,plot_discussion,plot_discussion,game,neutral,0.58,2,0,1,2,3,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,False,3,,rule,comment_0064
zhihu,comment_0065,评论案例 065：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较高。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,5,1,0,462,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较高。,False,False,3,,rule,comment_0065
zhihu,comment_0066,评论案例 066：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,3,1,0,185,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,3,,rule,comment_0066
zhihu,comment_0067,评论案例 067：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,1,1,223,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0067
zhihu,comment_0068,评论案例 068：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,1,1,191,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0068
zhihu,comment_0069,评论案例 069：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,3,1,0,101,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,3,,rule,comment_0069
zhihu,comment_0070,评论案例 070：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,0,1,1,210,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0070
zhihu,comment_0071,评论案例 071：商业化回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对社区群体表达了正向态度，整体信息密度为较低，已进入 LLM 候选池。,monetization,competition,community,positive,0.87,2,1,1,2,99,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0071
zhihu,comment_0072,评论案例 072：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0072
zhihu,comment_0073,评论案例 073：竞品比较回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕竞品比较主题，对回答观点表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,competition,competition,answer,negative,0.9,1,4,2,0,1,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,True,True,8,high_value_pre_llm|context_heavy|competition_mode|sarcasm_with_signal,llm,comment_0073
zhihu,comment_0074,评论案例 074：产品体验回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对社区群体表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,product_experience,competition,community,negative,0.9,3,0,1,5,341,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,7,high_value_pre_llm|high_entropy|competition_mode,llm,comment_0074
zhihu,comment_0075,评论案例 075：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,1,1,177,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0075
zhihu,comment_0076,评论案例 076：竞品比较回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕竞品比较主题，对游戏本体表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,competition,competition,game,negative,0.9,1,0,1,2,74,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0076
zhihu,comment_0077,评论案例 077：剧情内容回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕剧情内容主题，对混合对象表达了混合态度，整体信息密度为较低，已进入 LLM 候选池。,plot_discussion|brand_communication,competition,mixed,mixed,0.85,2,0,0,2,17,该评论主要作为混合对象相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_0077
zhihu,comment_0078,评论案例 078：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,10,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0078
zhihu,comment_0079,评论案例 079：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,4,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0079
zhihu,comment_0080,评论案例 080：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,4,0,0,5,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0080
zhihu,comment_0081,评论案例 081：社区冲突回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕社区冲突主题，对回答观点表达了混合态度，整体信息密度为较低，已进入 LLM 候选池。,community_conflict|competition|plot_discussion|monetization,community_conflict|competition,answer,mixed,0.82,1,3,3,2,4,该评论主要作为回答观点相关的社区回应样本被保留，业务价值中等，上下文依赖中等。,False,True,7,high_value_pre_llm|context_heavy|competition_mode,llm,comment_0081
